"year","month","cma_code","cma","cases","fts","ftsp","ftc","fs1","fs2","fs3","age24","age2554","age55","male","female","moa035","moa3659","moa60"
2006,12,"559","559 - Windsor",6586,5120,523,943,5120,876,590,471,4246,1869,3338,3248,1582,989,4015
2006,12,"568","568 - Barrie",2493,1994,207,292,1994,321,178,264,1680,549,1261,1232,636,347,1510
2006,12,"580","580 - Greater Sudbury",4861,3764,444,653,3764,692,405,374,3448,1039,2513,2348,1054,682,3125
2006,12,"595","595 - Thunder Bay",3822,3045,382,395,3045,503,274,287,2733,802,1964,1858,874,511,2437
2007,3,"505","505 - Ottawa--Gatineau",17156,13714,1456,1986,13714,2025,1417,1275,11247,4634,9031,8125,4357,2358,10441
2007,3,"521","521 - Kingston",4520,3463,412,645,3463,634,423,361,3185,974,2355,2165,1084,523,2913
2007,3,"529","529 - Peterborough",2837,2242,219,376,2242,374,221,257,1908,672,1481,1356,637,403,1797
2007,3,"532","532 - Oshawa",5006,4017,456,533,4017,637,352,517,3386,1103,2468,2538,1364,743,2899
2007,3,"535","535 - Toronto",71327,57144,5303,8880,57144,8763,5420,5033,43176,23118,37059,34268,21716,11444,38167
2007,3,"537","537 - Hamilton",15329,11815,1399,2115,11815,2064,1450,1087,10240,4002,8022,7307,3563,2185,9581
2007,3,"539","539 - St. Catharines--Niagara",9635,7361,849,1425,7361,1382,892,755,6476,2404,5002,4633,2308,1226,6101
2007,3,"541","541 - Kitchener--Cambridge--Waterloo",6921,5489,511,921,5489,908,524,734,4474,1713,3529,3392,1923,1071,3927
2007,3,"543","543 - Brantford",3719,2737,429,553,2737,590,392,337,2467,915,1893,1826,896,492,2331
2007,3,"550","550 - Guelph",1995,1608,167,220,1608,237,150,195,1323,477,980,1015,525,283,1187
2007,3,"555","555 - London",9954,7700,833,1421,7700,1370,884,780,6716,2458,5130,4824,2546,1461,5947
2007,3,"559","559 - Windsor",6674,5200,533,941,5200,866,608,481,4293,1900,3387,3287,1647,1009,4018
2007,3,"568","568 - Barrie",2561,2046,214,301,2046,338,177,271,1730,560,1306,1255,678,363,1520
2007,3,"580","580 - Greater Sudbury",4936,3814,462,660,3814,719,403,381,3487,1068,2546,2390,1093,711,3132
2007,3,"595","595 - Thunder Bay",3918,3117,393,408,3117,514,287,297,2798,823,2020,1898,952,524,2442
2007,6,"505","505 - Ottawa--Gatineau",17367,13858,1513,1996,13858,2047,1462,1262,11409,4696,9140,8227,4430,2422,10515
2007,6,"521","521 - Kingston",4589,3500,424,665,3500,657,432,366,3228,995,2408,2181,1115,557,2917
2007,6,"529","529 - Peterborough",2873,2268,221,384,2268,384,221,268,1918,687,1493,1380,641,421,1811
2007,6,"532","532 - Oshawa",5108,4103,463,542,4103,642,363,541,3415,1152,2521,2587,1376,769,2963
2007,6,"535","535 - Toronto",72874,58283,5527,9064,58283,8971,5620,5124,44193,23557,37905,34969,22413,11776,38685
2007,6,"537","537 - Hamilton",15628,12038,1441,2149,12038,2100,1490,1122,10425,4081,8174,7454,3694,2260,9674
2007,6,"539","539 - St. Catharines--Niagara",9735,7457,854,1424,7457,1386,892,778,6502,2455,5061,4674,2338,1256,6141
2007,6,"541","541 - Kitchener--Cambridge--Waterloo",7016,5564,524,928,5564,915,537,743,4527,1746,3598,3418,1969,1070,3977
2007,6,"543","543 - Brantford",3728,2737,434,557,2737,588,403,321,2480,927,1890,1838,896,498,2334
2007,6,"550","550 - Guelph",2020,1625,166,229,1625,245,150,197,1347,476,999,1021,533,305,1182
2007,6,"555","555 - London",10166,7866,849,1451,7866,1391,909,810,6843,2513,5235,4931,2617,1554,5995
2007,6,"559","559 - Windsor",6785,5267,564,954,5267,898,620,482,4378,1925,3450,3335,1678,1051,4056
2007,6,"568","568 - Barrie",2614,2087,215,312,2087,339,188,273,1773,568,1342,1272,703,382,1529
2007,6,"580","580 - Greater Sudbury",4946,3831,458,657,3831,724,391,376,3493,1077,2566,2380,1074,727,3145
2007,6,"595","595 - Thunder Bay",3997,3167,404,426,3167,538,292,304,2844,849,2061,1936,979,543,2475
2007,9,"505","505 - Ottawa--Gatineau",17565,14024,1519,2022,14024,2077,1464,1279,11498,4788,9248,8317,4467,2522,10576
2007,9,"521","521 - Kingston",4660,3549,434,677,3549,671,440,368,3277,1015,2443,2217,1134,589,2937
2007,9,"529","529 - Peterborough",2920,2301,226,393,2301,389,230,279,1936,705,1508,1412,688,393,1839
2007,9,"532","532 - Oshawa",5216,4189,484,543,4189,660,367,546,3486,1184,2581,2635,1408,788,3020
2007,9,"535","535 - Toronto",73754,58954,5635,9165,58954,9062,5738,5233,44738,23783,38353,35401,22667,11990,39097
2007,9,"537","537 - Hamilton",15847,12166,1465,2216,12166,2135,1546,1135,10575,4137,8310,7537,3836,2245,9766
2007,9,"539","539 - St. Catharines--Niagara",9814,7512,874,1428,7512,1410,892,782,6562,2470,5083,4731,2329,1296,6189
2007,9,"541","541 - Kitchener--Cambridge--Waterloo",7114,5613,547,954,5613,943,558,750,4565,1799,3658,3456,1987,1077,4050
2007,9,"543","543 - Brantford",3789,2797,428,564,2797,581,411,328,2521,940,1924,1865,935,489,2365
2007,9,"550","550 - Guelph",2042,1644,164,234,1644,244,154,195,1363,484,1015,1027,531,316,1195
2007,9,"555","555 - London",10252,7953,853,1446,7953,1393,906,817,6899,2536,5265,4987,2625,1524,6103
2007,9,"559","559 - Windsor",6864,5312,573,979,5312,915,637,499,4407,1958,3486,3378,1715,1038,4111
2007,9,"568","568 - Barrie",2653,2129,217,307,2129,334,190,271,1798,584,1378,1275,719,388,1546
2007,9,"580","580 - Greater Sudbury",5019,3891,450,678,3891,735,393,388,3526,1105,2587,2432,1102,729,3188
2007,9,"595","595 - Thunder Bay",4051,3198,418,435,3198,555,298,318,2870,863,2087,1964,989,547,2515
2007,12,"505","505 - Ottawa--Gatineau",17681,14137,1508,2036,14137,2079,1465,1307,11527,4847,9320,8361,4424,2556,10701
2007,12,"521","521 - Kingston",4699,3578,438,683,3578,669,452,367,3313,1019,2468,2231,1143,601,2955
2007,12,"529","529 - Peterborough",2968,2340,235,393,2340,398,230,288,1963,717,1522,1446,723,386,1859
2007,12,"532","532 - Oshawa",5325,4286,480,559,4286,654,385,557,3548,1220,2624,2701,1428,810,3087
2007,12,"535","535 - Toronto",74765,59771,5762,9232,59771,9136,5858,5331,45260,24174,38863,35902,22854,12097,39814
2007,12,"537","537 - Hamilton",16012,12288,1488,2236,12288,2144,1580,1156,10627,4229,8378,7634,3873,2234,9905
2007,12,"539","539 - St. Catharines--Niagara",9917,7594,892,1431,7594,1425,898,778,6643,2496,5153,4764,2327,1354,6236
2007,12,"541","541 - Kitchener--Cambridge--Waterloo",7243,5702,567,974,5702,970,571,757,4638,1848,3729,3514,2031,1118,4094
2007,12,"543","543 - Brantford",3828,2816,429,583,2816,585,427,327,2543,958,1946,1882,943,503,2382
2007,12,"550","550 - Guelph",2045,1646,166,233,1646,247,152,195,1363,487,1009,1036,535,307,1203
2007,12,"555","555 - London",10395,8070,872,1453,8070,1416,909,843,6979,2573,5331,5064,2645,1541,6209
2007,12,"559","559 - Windsor",6928,5365,573,990,5365,916,647,515,4430,1983,3534,3394,1723,1029,4176
2007,12,"568","568 - Barrie",2668,2131,223,314,2131,337,200,265,1820,583,1388,1280,721,384,1563
2007,12,"580","580 - Greater Sudbury",5024,3910,452,662,3910,719,395,383,3527,1114,2602,2422,1090,723,3211
2007,12,"595","595 - Thunder Bay",4118,3246,422,450,3246,560,312,317,2912,889,2110,2008,1024,548,2546
2008,3,"505","505 - Ottawa--Gatineau",17735,14207,1526,2002,14207,2055,1473,1311,11583,4841,9344,8391,4341,2629,10765
2008,3,"521","521 - Kingston",4742,3623,443,676,3623,668,451,378,3330,1034,2478,2264,1175,593,2974
2008,3,"529","529 - Peterborough",3036,2397,250,389,2397,412,227,308,1988,740,1566,1470,753,410,1873
2008,3,"532","532 - Oshawa",5423,4351,493,579,4351,671,401,578,3585,1260,2680,2743,1491,797,3135
2008,3,"535","535 - Toronto",75757,60491,5894,9372,60491,9231,6035,5454,45875,24428,39368,36389,23210,12303,40244
2008,3,"537","537 - Hamilton",16188,12415,1523,2250,12415,2172,1601,1161,10711,4316,8477,7711,3914,2265,10009
2008,3,"539","539 - St. Catharines--Niagara",10114,7725,919,1470,7725,1480,909,802,6770,2542,5262,4852,2430,1397,6287
2008,3,"541","541 - Kitchener--Cambridge--Waterloo",7369,5808,580,981,5808,982,579,774,4712,1883,3798,3571,2054,1129,4186
2008,3,"543","543 - Brantford",3849,2824,443,582,2824,595,430,328,2557,964,1964,1885,937,511,2401
2008,3,"550","550 - Guelph",2080,1684,174,222,1684,240,156,198,1391,491,1024,1056,562,302,1216
2008,3,"555","555 - London",10459,8118,888,1453,8118,1430,911,854,6991,2614,5358,5101,2648,1530,6281
2008,3,"559","559 - Windsor",7023,5437,586,1000,5437,938,648,532,4477,2014,3599,3424,1755,1041,4227
2008,3,"568","568 - Barrie",2732,2183,232,317,2183,350,199,281,1842,609,1436,1296,735,389,1608
2008,3,"580","580 - Greater Sudbury",5068,3957,450,661,3957,719,392,391,3538,1139,2607,2461,1088,739,3241
2008,3,"595","595 - Thunder Bay",4149,3269,420,460,3269,573,307,327,2925,897,2125,2024,1050,544,2555
2008,6,"505","505 - Ottawa--Gatineau",18012,14400,1562,2050,14400,2101,1511,1333,11732,4947,9483,8529,4452,2626,10934
2008,6,"521","521 - Kingston",4792,3653,463,676,3653,688,451,391,3340,1061,2505,2287,1174,610,3008
2008,6,"529","529 - Peterborough",3103,2454,245,404,2454,411,238,314,2023,766,1605,1498,780,421,1902
2008,6,"532","532 - Oshawa",5510,4416,519,575,4416,691,403,591,3653,1266,2717,2793,1517,801,3192
2008,6,"535","535 - Toronto",76907,61318,6061,9528,61318,9379,6210,5501,46620,24786,39966,36941,23525,12444,40938
2008,6,"537","537 - Hamilton",16392,12585,1546,2261,12585,2176,1631,1176,10810,4406,8580,7812,3954,2305,10133
2008,6,"539","539 - St. Catharines--Niagara",10300,7871,934,1495,7871,1503,926,837,6885,2578,5345,4955,2549,1388,6363
2008,6,"541","541 - Kitchener--Cambridge--Waterloo",7471,5879,599,993,5879,987,605,770,4794,1907,3824,3647,2096,1134,4241
2008,6,"543","543 - Brantford",3875,2860,452,563,2860,577,438,328,2594,953,1967,1908,954,509,2412
2008,6,"550","550 - Guelph",2113,1711,177,225,1711,243,159,217,1400,496,1062,1051,576,295,1242
2008,6,"555","555 - London",10570,8213,903,1454,8213,1436,921,868,7034,2668,5419,5151,2656,1526,6388
2008,6,"559","559 - Windsor",7128,5517,601,1010,5517,944,667,534,4562,2032,3663,3465,1789,1041,4298
2008,6,"568","568 - Barrie",2794,2219,252,323,2219,371,204,285,1898,611,1468,1326,761,394,1639
2008,6,"580","580 - Greater Sudbury",5032,3936,454,642,3936,720,376,386,3501,1145,2600,2432,1059,707,3266
2008,6,"595","595 - Thunder Bay",4183,3294,428,461,3294,572,317,323,2964,896,2152,2031,1084,541,2558
2008,9,"505","505 - Ottawa--Gatineau",18232,14591,1579,2062,14591,2128,1513,1378,11838,5016,9563,8669,4438,2725,11069
2008,9,"521","521 - Kingston",4866,3706,454,706,3706,695,465,411,3377,1078,2554,2312,1195,617,3054
2008,9,"529","529 - Peterborough",3140,2489,253,398,2489,411,240,310,2050,780,1620,1520,776,441,1923
2008,9,"532","532 - Oshawa",5639,4508,549,582,4508,714,417,628,3698,1313,2792,2847,1553,843,3243
2008,9,"535","535 - Toronto",77947,62165,6198,9584,62165,9479,6303,5585,47107,25255,40513,37434,23537,12790,41620
2008,9,"537","537 - Hamilton",16603,12712,1576,2315,12712,2236,1655,1165,10953,4485,8676,7927,3977,2335,10291
2008,9,"539","539 - St. Catharines--Niagara",10372,7935,927,1510,7935,1492,945,854,6910,2608,5403,4969,2569,1405,6398
2008,9,"541","541 - Kitchener--Cambridge--Waterloo",7641,6003,611,1027,6003,1024,614,796,4888,1957,3935,3706,2187,1126,4328
2008,9,"543","543 - Brantford",3922,2879,469,574,2879,602,441,342,2613,967,1987,1935,970,527,2425
2008,9,"550","550 - Guelph",2156,1727,198,231,1727,261,168,219,1423,514,1083,1073,580,299,1277
2008,9,"555","555 - London",10710,8341,905,1464,8341,1442,927,893,7125,2692,5466,5244,2688,1556,6466
2008,9,"559","559 - Windsor",7192,5591,599,1002,5591,949,652,527,4602,2063,3703,3489,1759,1053,4380
2008,9,"568","568 - Barrie",2889,2275,277,337,2275,392,222,296,1967,626,1508,1381,834,411,1644
2008,9,"580","580 - Greater Sudbury",5018,3944,441,633,3944,720,354,401,3468,1149,2583,2435,1025,715,3278
2008,9,"595","595 - Thunder Bay",4282,3369,444,469,3369,589,324,330,3020,932,2212,2070,1141,547,2594
2008,12,"505","505 - Ottawa--Gatineau",18466,14763,1618,2085,14763,2160,1543,1425,11938,5103,9698,8768,4396,2928,11142
2008,12,"521","521 - Kingston",4903,3726,469,708,3726,715,462,407,3414,1082,2573,2330,1166,667,3070
2008,12,"529","529 - Peterborough",3204,2541,250,413,2541,420,243,320,2067,817,1660,1544,805,437,1962
2008,12,"532","532 - Oshawa",5715,4576,552,587,4576,729,410,632,3764,1319,2816,2899,1534,892,3289
2008,12,"535","535 - Toronto",79144,63053,6311,9780,63053,9621,6470,5680,47731,25733,41157,37987,23722,13253,42169
2008,12,"537","537 - Hamilton",16781,12844,1572,2365,12844,2270,1667,1204,11045,4532,8785,7996,3922,2438,10421
2008,12,"539","539 - St. Catharines--Niagara",10553,8069,945,1539,8069,1514,970,878,7030,2645,5472,5081,2626,1474,6453
2008,12,"541","541 - Kitchener--Cambridge--Waterloo",7770,6118,617,1035,6118,1033,619,817,4955,1998,4010,3760,2236,1138,4396
2008,12,"543","543 - Brantford",3985,2936,474,575,2936,610,439,352,2655,978,2014,1971,962,571,2452
2008,12,"550","550 - Guelph",2182,1738,208,236,1738,276,168,220,1443,519,1092,1090,593,308,1281
2008,12,"555","555 - London",10837,8445,919,1473,8445,1438,954,915,7193,2729,5541,5296,2731,1604,6502
2008,12,"559","559 - Windsor",7322,5675,632,1015,5675,958,689,540,4667,2115,3764,3558,1829,1061,4432
2008,12,"568","568 - Barrie",2906,2287,286,333,2287,400,219,281,1974,651,1511,1395,820,431,1655
2008,12,"580","580 - Greater Sudbury",5006,3921,440,645,3921,708,377,397,3430,1179,2565,2441,986,721,3299
2008,12,"595","595 - Thunder Bay",4294,3376,450,468,3376,583,335,326,3023,945,2203,2091,1110,565,2619
2009,3,"505","505 - Ottawa--Gatineau",18733,14985,1640,2108,14985,2176,1572,1468,12026,5239,9861,8872,4482,2945,11306
2009,3,"521","521 - Kingston",4992,3798,479,715,3798,720,474,412,3473,1107,2615,2377,1189,697,3106
2009,3,"529","529 - Peterborough",3234,2565,254,415,2565,421,248,319,2090,825,1684,1550,825,427,1982
2009,3,"532","532 - Oshawa",5797,4644,553,600,4644,734,419,635,3832,1330,2876,2921,1567,884,3346
2009,3,"535","535 - Toronto",80469,64000,6489,9980,64000,9825,6644,5832,48403,26234,41856,38613,24064,13615,42790
2009,3,"537","537 - Hamilton",16947,12942,1597,2408,12942,2299,1706,1238,11126,4583,8877,8070,3908,2486,10553
2009,3,"539","539 - St. Catharines--Niagara",10634,8121,943,1570,8121,1530,983,889,7040,2705,5539,5095,2633,1478,6523
2009,3,"541","541 - Kitchener--Cambridge--Waterloo",7891,6195,628,1068,6195,1059,637,832,5015,2044,4057,3834,2259,1179,4453
2009,3,"543","543 - Brantford",4031,2968,475,588,2968,621,442,363,2668,1000,2049,1982,966,581,2484
2009,3,"550","550 - Guelph",2226,1771,212,243,1771,286,169,214,1478,534,1104,1122,593,314,1319
2009,3,"555","555 - London",11018,8589,943,1486,8589,1463,966,952,7305,2761,5623,5395,2833,1574,6611
2009,3,"559","559 - Windsor",7422,5748,645,1029,5748,987,687,562,4718,2142,3823,3599,1881,1060,4481
2009,3,"568","568 - Barrie",2971,2340,290,341,2340,406,225,298,2006,667,1553,1418,842,445,1684
2009,3,"580","580 - Greater Sudbury",5060,3969,449,642,3969,716,375,395,3464,1201,2599,2461,997,724,3339
2009,3,"595","595 - Thunder Bay",4327,3424,436,467,3424,561,342,340,3039,948,2218,2109,1121,579,2627
2009,6,"505","505 - Ottawa--Gatineau",18838,15088,1644,2106,15088,2166,1584,1489,12065,5284,9939,8899,4447,2936,11455
2009,6,"521","521 - Kingston",5058,3840,489,729,3840,721,497,423,3504,1131,2645,2413,1211,715,3132
2009,6,"529","529 - Peterborough",3282,2597,258,427,2597,438,247,324,2115,843,1704,1578,847,419,2016
2009,6,"532","532 - Oshawa",5901,4724,560,617,4724,743,434,636,3927,1338,2921,2980,1583,903,3415
2009,6,"535","535 - Toronto",82027,65169,6686,10172,65169,10001,6857,5995,49320,26712,42705,39322,24600,13860,43567
2009,6,"537","537 - Hamilton",17209,13132,1638,2439,13132,2331,1746,1233,11289,4687,9003,8206,3967,2519,10723
2009,6,"539","539 - St. Catharines--Niagara",10824,8273,970,1581,8273,1568,983,924,7149,2751,5666,5158,2717,1523,6584
2009,6,"541","541 - Kitchener--Cambridge--Waterloo",8042,6315,659,1068,6315,1076,651,867,5077,2098,4157,3885,2290,1231,4521
2009,6,"543","543 - Brantford",4062,2999,471,592,2999,621,442,370,2665,1027,2067,1995,968,602,2492
2009,6,"550","550 - Guelph",2260,1795,212,253,1795,283,182,215,1495,550,1132,1128,597,335,1328
2009,6,"555","555 - London",11199,8693,975,1531,8693,1524,982,973,7379,2847,5732,5467,2878,1566,6755
2009,6,"559","559 - Windsor",7495,5763,662,1070,5763,1026,706,573,4756,2166,3850,3645,1887,1048,4560
2009,6,"568","568 - Barrie",2991,2354,296,341,2354,413,224,311,2026,654,1561,1430,853,437,1701
2009,6,"580","580 - Greater Sudbury",5094,3974,458,662,3974,732,388,392,3484,1218,2614,2480,979,718,3397
2009,6,"595","595 - Thunder Bay",4373,3455,445,473,3455,564,354,350,3058,965,2244,2129,1120,590,2663
2009,9,"505","505 - Ottawa--Gatineau",18946,15165,1666,2115,15165,2180,1601,1512,12143,5291,10001,8945,4399,2981,11566
2009,9,"521","521 - Kingston",5140,3908,487,745,3908,736,496,436,3528,1176,2690,2450,1250,730,3160
2009,9,"529","529 - Peterborough",3348,2655,263,430,2655,444,249,334,2145,869,1749,1599,860,452,2036
2009,9,"532","532 - Oshawa",6047,4851,555,641,4851,741,455,645,4027,1375,3021,3026,1625,934,3488
2009,9,"535","535 - Toronto",83316,66141,6876,10299,66141,10146,7029,6117,50078,27121,43437,39879,24972,14107,44237
2009,9,"537","537 - Hamilton",17423,13262,1665,2496,13262,2375,1786,1272,11401,4750,9130,8293,4083,2541,10799
2009,9,"539","539 - St. Catharines--Niagara",11050,8462,1004,1584,8462,1590,998,959,7262,2829,5784,5266,2822,1529,6699
2009,9,"541","541 - Kitchener--Cambridge--Waterloo",8198,6422,663,1113,6422,1113,663,895,5167,2136,4244,3954,2366,1249,4583
2009,9,"543","543 - Brantford",4175,3076,488,611,3076,635,464,369,2765,1041,2131,2044,1029,609,2537
2009,9,"550","550 - Guelph",2297,1817,219,261,1817,295,185,228,1513,556,1135,1162,609,339,1349
2009,9,"555","555 - London",11304,8794,969,1541,8794,1518,992,990,7416,2898,5798,5506,2876,1599,6829
2009,9,"559","559 - Windsor",7539,5801,664,1074,5801,1027,711,571,4782,2186,3882,3657,1847,1086,4606
2009,9,"568","568 - Barrie",3064,2414,296,354,2414,414,236,320,2082,662,1585,1479,901,441,1722
2009,9,"580","580 - Greater Sudbury",5139,4021,455,663,4021,722,396,407,3498,1234,2633,2506,1010,710,3419
2009,9,"595","595 - Thunder Bay",4406,3483,444,479,3483,565,358,338,3110,958,2260,2146,1117,616,2673
2009,12,"505","505 - Ottawa--Gatineau",19094,15316,1667,2111,15316,2175,1603,1533,12188,5373,10085,9009,4398,2963,11733
2009,12,"521","521 - Kingston",5170,3936,487,747,3936,730,504,444,3539,1187,2710,2460,1254,711,3205
2009,12,"529","529 - Peterborough",3427,2714,262,451,2714,460,253,356,2192,879,1775,1652,905,455,2067
2009,12,"532","532 - Oshawa",6150,4912,567,671,4912,781,457,654,4099,1397,3094,3056,1638,940,3572
2009,12,"535","535 - Toronto",84688,67105,7049,10534,67105,10339,7244,6249,50804,27635,44089,40599,25373,14443,44872
2009,12,"537","537 - Hamilton",17748,13475,1685,2588,13475,2439,1834,1324,11566,4858,9309,8439,4249,2585,10914
2009,12,"539","539 - St. Catharines--Niagara",11266,8603,1021,1642,8603,1625,1038,973,7386,2907,5906,5360,2911,1518,6837
2009,12,"541","541 - Kitchener--Cambridge--Waterloo",8412,6566,702,1144,6566,1156,690,906,5297,2209,4368,4044,2476,1249,4687
2009,12,"543","543 - Brantford",4310,3151,514,645,3151,672,487,387,2848,1075,2202,2108,1086,624,2600
2009,12,"550","550 - Guelph",2347,1861,214,272,1861,303,183,232,1547,568,1172,1175,626,351,1370
2009,12,"555","555 - London",11468,8903,968,1597,8903,1536,1029,1016,7510,2942,5880,5588,2886,1655,6927
2009,12,"559","559 - Windsor",7681,5907,679,1095,5907,1050,724,586,4884,2211,3967,3714,1858,1152,4671
2009,12,"568","568 - Barrie",3172,2499,304,369,2499,428,245,349,2120,703,1643,1529,946,462,1764
2009,12,"580","580 - Greater Sudbury",5182,4057,462,663,4057,725,400,416,3494,1272,2662,2520,1010,717,3455
2009,12,"595","595 - Thunder Bay",4453,3505,454,494,3505,581,367,338,3142,973,2289,2164,1126,635,2692
2010,3,"505","505 - Ottawa--Gatineau",19282,15497,1670,2115,15497,2180,1605,1574,12316,5392,10199,9083,4444,2960,11878
2010,3,"521","521 - Kingston",5265,4009,497,759,4009,747,509,456,3598,1211,2746,2519,1285,744,3236
2010,3,"529","529 - Peterborough",3476,2754,266,456,2754,463,259,361,2220,895,1822,1654,903,484,2089
2010,3,"532","532 - Oshawa",6286,5048,571,667,5048,781,457,668,4202,1416,3196,3090,1687,993,3606
2010,3,"535","535 - Toronto",86294,68317,7239,10738,68317,10530,7447,6436,51747,28111,45068,41226,26115,14652,45527
2010,3,"537","537 - Hamilton",17982,13657,1701,2624,13657,2465,1860,1346,11728,4908,9464,8518,4327,2599,11056
2010,3,"539","539 - St. Catharines--Niagara",11448,8736,1040,1672,8736,1652,1060,1006,7474,2968,6030,5418,3001,1530,6917
2010,3,"541","541 - Kitchener--Cambridge--Waterloo",8621,6747,711,1163,6747,1155,719,942,5427,2252,4484,4137,2571,1288,4762
2010,3,"543","543 - Brantford",4362,3186,505,671,3186,682,494,397,2874,1091,2239,2123,1100,645,2617
2010,3,"550","550 - Guelph",2392,1891,231,270,1891,311,190,247,1576,569,1203,1189,660,356,1376
2010,3,"555","555 - London",11630,9032,985,1613,9032,1553,1045,1062,7608,2960,5986,5644,2920,1720,6990
2010,3,"559","559 - Windsor",7879,6033,728,1118,6033,1087,759,615,4994,2270,4078,3801,1998,1161,4720
2010,3,"568","568 - Barrie",3225,2534,310,381,2534,439,252,353,2157,715,1665,1560,947,479,1799
2010,3,"580","580 - Greater Sudbury",5251,4113,470,668,4113,728,410,410,3539,1302,2703,2548,1030,707,3514
2010,3,"595","595 - Thunder Bay",4494,3519,459,516,3519,617,358,334,3170,990,2310,2184,1123,682,2689
2010,6,"505","505 - Ottawa--Gatineau",19360,15552,1695,2113,15552,2168,1640,1551,12361,5448,10239,9121,4364,3018,11978
2010,6,"521","521 - Kingston",5342,4077,499,766,4077,755,510,461,3664,1217,2776,2566,1310,752,3280
2010,6,"529","529 - Peterborough",3524,2780,274,470,2780,481,263,372,2243,909,1827,1697,906,501,2117
2010,6,"532","532 - Oshawa",6432,5133,607,692,5133,827,472,691,4291,1450,3261,3171,1681,1051,3700
2010,6,"535","535 - Toronto",87998,69589,7437,10972,69589,10733,7676,6599,52651,28748,46046,41952,26670,14982,46346
2010,6,"537","537 - Hamilton",18162,13783,1734,2645,13783,2499,1880,1386,11790,4986,9570,8592,4338,2659,11165
2010,6,"539","539 - St. Catharines--Niagara",11606,8850,1071,1685,8850,1703,1053,1023,7568,3015,6113,5493,3026,1599,6981
2010,6,"541","541 - Kitchener--Cambridge--Waterloo",8751,6871,724,1156,6871,1154,726,945,5521,2285,4568,4183,2580,1331,4840
2010,6,"543","543 - Brantford",4400,3204,511,685,3204,699,497,387,2883,1130,2267,2133,1088,653,2659
2010,6,"550","550 - Guelph",2445,1927,229,289,1927,315,203,253,1596,596,1223,1222,659,388,1398
2010,6,"555","555 - London",11763,9148,1009,1606,9148,1565,1050,1084,7696,2983,6041,5722,2905,1771,7087
2010,6,"559","559 - Windsor",8108,6217,761,1130,6217,1123,768,649,5130,2329,4211,3897,2107,1196,4805
2010,6,"568","568 - Barrie",3287,2590,315,382,2590,442,255,368,2167,752,1691,1596,978,494,1815
2010,6,"580","580 - Greater Sudbury",5280,4156,477,647,4156,726,398,416,3542,1322,2699,2581,1011,715,3554
2010,6,"595","595 - Thunder Bay",4538,3550,466,522,3550,627,361,339,3184,1015,2335,2203,1126,713,2699
2010,9,"505","505 - Ottawa--Gatineau",19779,15901,1760,2118,15901,2201,1677,1613,12594,5572,10445,9334,4581,3017,12181
2010,9,"521","521 - Kingston",5426,4136,512,778,4136,760,530,464,3709,1253,2821,2605,1337,765,3324
2010,9,"529","529 - Peterborough",3586,2821,283,482,2821,499,266,376,2290,920,1854,1732,905,520,2161
2010,9,"532","532 - Oshawa",6565,5240,632,693,5240,837,488,724,4359,1482,3331,3234,1751,1030,3784
2010,9,"535","535 - Toronto",89134,70459,7574,11101,70459,10884,7791,6769,53231,29134,46701,42433,26929,14926,47279
2010,9,"537","537 - Hamilton",18291,13921,1727,2643,13921,2463,1907,1409,11799,5083,9661,8630,4303,2660,11328
2010,9,"539","539 - St. Catharines--Niagara",11795,8992,1089,1714,8992,1752,1051,1056,7676,3063,6171,5624,3060,1647,7088
2010,9,"541","541 - Kitchener--Cambridge--Waterloo",8903,6977,742,1184,6977,1178,748,960,5620,2323,4627,4276,2606,1366,4931
2010,9,"543","543 - Brantford",4421,3208,515,698,3208,714,499,397,2879,1145,2283,2138,1086,643,2692
2010,9,"550","550 - Guelph",2468,1957,227,284,1957,308,203,273,1587,608,1226,1242,650,399,1419
2010,9,"555","555 - London",11981,9316,1016,1649,9316,1608,1057,1093,7848,3040,6164,5817,2997,1789,7195
2010,9,"559","559 - Windsor",8179,6283,765,1131,6283,1124,772,660,5142,2377,4251,3928,2132,1171,4876
2010,9,"568","568 - Barrie",3326,2617,322,387,2617,442,267,369,2200,757,1696,1630,970,524,1832
2010,9,"580","580 - Greater Sudbury",5326,4191,480,655,4191,731,404,425,3548,1353,2720,2606,1035,685,3606
2010,9,"595","595 - Thunder Bay",4565,3561,463,541,3561,628,376,342,3206,1017,2346,2219,1110,722,2733
2010,12,"505","505 - Ottawa--Gatineau",19991,16070,1775,2146,16070,2232,1689,1629,12683,5679,10538,9453,4588,2966,12437
2010,12,"521","521 - Kingston",5503,4193,536,774,4193,780,530,486,3740,1277,2859,2644,1347,768,3388
2010,12,"529","529 - Peterborough",3632,2858,279,495,2858,496,278,374,2326,932,1875,1757,903,545,2184
2010,12,"532","532 - Oshawa",6695,5331,657,707,5331,863,501,732,4428,1535,3385,3310,1756,1040,3899
2010,12,"535","535 - Toronto",90157,71234,7688,11235,71234,10999,7924,6828,53805,29524,47286,42871,26968,15005,48184
2010,12,"537","537 - Hamilton",18406,13987,1735,2684,13987,2507,1912,1418,11829,5159,9732,8674,4264,2611,11531
2010,12,"539","539 - St. Catharines--Niagara",11966,9128,1103,1735,9128,1795,1043,1083,7737,3146,6263,5703,3075,1681,7210
2010,12,"541","541 - Kitchener--Cambridge--Waterloo",9011,7072,747,1192,7072,1182,757,983,5667,2361,4686,4325,2629,1379,5003
