"year","month","cma_code","cma","cases","fts","ftsp","ftc","fs1","fs2","fs3","age24","age2554","age55","male","female","moa035","moa3659","moa60"
2010,12,"543","543 - Brantford",4478,3253,520,705,3253,725,500,403,2921,1154,2301,2177,1098,629,2751
2010,12,"550","550 - Guelph",2503,1984,230,289,1984,314,205,280,1603,620,1237,1266,658,403,1442
2010,12,"555","555 - London",12074,9391,1038,1645,9391,1630,1053,1087,7898,3089,6200,5874,2998,1794,7282
2010,12,"559","559 - Windsor",8343,6409,781,1153,6409,1139,795,683,5228,2432,4340,4003,2208,1211,4924
2010,12,"568","568 - Barrie",3355,2650,323,382,2650,444,261,363,2229,763,1720,1635,958,520,1877
2010,12,"580","580 - Greater Sudbury",5387,4212,508,667,4212,762,413,433,3571,1383,2741,2646,1061,666,3660
2010,12,"595","595 - Thunder Bay",4592,3596,462,534,3596,615,381,351,3222,1019,2367,2225,1100,717,2775
2011,3,"505","505 - Ottawa--Gatineau",20123,16192,1791,2140,16192,2231,1700,1645,12755,5723,10627,9496,4562,2955,12606
2011,3,"521","521 - Kingston",5556,4241,538,777,4241,784,531,496,3757,1303,2870,2686,1331,769,3456
2011,3,"529","529 - Peterborough",3651,2874,277,500,2874,493,284,377,2317,957,1886,1765,898,552,2201
2011,3,"532","532 - Oshawa",6828,5452,657,719,5452,859,517,763,4503,1562,3448,3380,1832,1059,3937
2011,3,"535","535 - Toronto",91267,72093,7818,11356,72093,11103,8071,6941,54338,29988,47890,43377,27036,15140,49091
2011,3,"537","537 - Hamilton",18527,14095,1739,2693,14095,2517,1915,1421,11844,5262,9778,8749,4242,2573,11712
2011,3,"539","539 - St. Catharines--Niagara",12097,9208,1111,1778,9208,1814,1075,1105,7773,3219,6338,5759,3056,1750,7291
2011,3,"541","541 - Kitchener--Cambridge--Waterloo",9149,7182,761,1206,7182,1200,767,1017,5727,2405,4755,4394,2644,1377,5128
2011,3,"543","543 - Brantford",4540,3305,524,711,3305,738,497,412,2951,1177,2336,2204,1119,619,2802
2011,3,"550","550 - Guelph",2550,2026,234,290,2026,313,211,301,1619,630,1253,1297,675,403,1472
2011,3,"555","555 - London",12197,9473,1054,1670,9473,1655,1069,1089,7950,3158,6273,5924,3008,1848,7341
2011,3,"559","559 - Windsor",8480,6506,800,1174,6506,1155,819,727,5312,2441,4427,4053,2284,1235,4961
2011,3,"568","568 - Barrie",3381,2653,335,393,2653,459,269,356,2249,776,1723,1658,939,545,1897
2011,3,"580","580 - Greater Sudbury",5399,4216,513,670,4216,772,411,427,3590,1382,2752,2647,1066,647,3686
2011,3,"595","595 - Thunder Bay",4651,3632,475,544,3632,630,389,365,3228,1058,2397,2254,1119,732,2800
2011,6,"505","505 - Ottawa--Gatineau",20420,16448,1813,2159,16448,2234,1738,1689,12883,5848,10781,9639,4716,2943,12761
2011,6,"521","521 - Kingston",5621,4308,535,778,4308,773,540,497,3793,1331,2872,2749,1301,800,3520
2011,6,"529","529 - Peterborough",3743,2945,282,516,2945,519,279,403,2370,970,1961,1782,925,579,2239
2011,6,"532","532 - Oshawa",6918,5517,668,733,5517,857,544,788,4564,1566,3506,3412,1850,1085,3983
2011,6,"535","535 - Toronto",92635,73160,7975,11500,73160,11205,8270,7066,55023,30546,48643,43992,27198,15357,50080
2011,6,"537","537 - Hamilton",18669,14205,1781,2683,14205,2534,1930,1444,11868,5357,9881,8788,4186,2595,11888
2011,6,"539","539 - St. Catharines--Niagara",12274,9348,1133,1793,9348,1823,1103,1118,7864,3292,6429,5845,3089,1795,7390
2011,6,"541","541 - Kitchener--Cambridge--Waterloo",9253,7263,769,1221,7263,1217,773,1027,5779,2447,4815,4438,2649,1395,5209
2011,6,"543","543 - Brantford",4595,3338,529,728,3338,742,515,413,2981,1201,2366,2229,1100,646,2849
2011,6,"550","550 - Guelph",2589,2055,238,296,2055,324,210,308,1635,646,1277,1312,688,399,1502
2011,6,"555","555 - London",12355,9589,1063,1703,9589,1688,1078,1088,8060,3207,6346,6009,3034,1860,7461
2011,6,"559","559 - Windsor",8597,6579,808,1210,6579,1173,845,727,5388,2482,4503,4094,2308,1262,5027
2011,6,"568","568 - Barrie",3497,2743,344,410,2743,482,272,381,2320,796,1795,1702,991,570,1936
2011,6,"580","580 - Greater Sudbury",5467,4281,513,673,4281,768,418,447,3594,1426,2799,2668,1093,633,3741
2011,6,"595","595 - Thunder Bay",4729,3696,496,537,3696,639,394,369,3283,1077,2432,2297,1147,723,2859
2011,9,"505","505 - Ottawa--Gatineau",20709,16693,1846,2170,16693,2251,1765,1728,13021,5960,10958,9751,4843,2913,12953
2011,9,"521","521 - Kingston",5708,4382,536,790,4382,793,533,498,3844,1366,2933,2775,1356,819,3533
2011,9,"529","529 - Peterborough",3800,2975,291,534,2975,534,291,406,2423,971,1995,1805,949,571,2280
2011,9,"532","532 - Oshawa",7071,5625,687,759,5625,891,555,815,4657,1599,3591,3480,1920,1105,4046
2011,9,"535","535 - Toronto",93992,74214,8120,11658,74214,11349,8429,7221,55732,31039,49399,44593,27657,15506,50829
2011,9,"537","537 - Hamilton",18860,14377,1766,2717,14377,2516,1967,1447,11966,5447,9989,8871,4246,2609,12005
2011,9,"539","539 - St. Catharines--Niagara",12398,9448,1143,1807,9448,1827,1123,1129,7904,3365,6497,5901,3078,1851,7469
2011,9,"541","541 - Kitchener--Cambridge--Waterloo",9450,7421,781,1248,7421,1244,785,1051,5900,2499,4914,4536,2703,1466,5281
2011,9,"543","543 - Brantford",4682,3403,542,737,3403,773,506,420,3029,1233,2401,2281,1105,678,2899
2011,9,"550","550 - Guelph",2608,2076,239,293,2076,329,203,296,1656,656,1289,1319,675,417,1516
2011,9,"555","555 - London",12552,9746,1070,1736,9746,1722,1084,1125,8148,3279,6482,6070,3097,1873,7582
2011,9,"559","559 - Windsor",8737,6678,823,1236,6678,1205,854,744,5460,2533,4591,4146,2346,1286,5105
2011,9,"568","568 - Barrie",3555,2776,359,420,2776,500,279,377,2367,811,1831,1724,1018,561,1976
2011,9,"580","580 - Greater Sudbury",5533,4342,516,675,4342,769,422,480,3606,1447,2842,2691,1121,632,3780
2011,9,"595","595 - Thunder Bay",4761,3741,498,522,3741,634,386,378,3296,1087,2441,2320,1189,696,2876
2011,12,"505","505 - Ottawa--Gatineau",20892,16866,1840,2186,16866,2239,1787,1773,13102,6017,11062,9830,4868,2949,13075
2011,12,"521","521 - Kingston",5746,4418,542,786,4418,792,536,509,3847,1390,2956,2790,1349,833,3564
2011,12,"529","529 - Peterborough",3844,3016,284,544,3016,531,297,409,2444,991,2035,1809,956,583,2305
2011,12,"532","532 - Oshawa",7178,5706,684,788,5706,904,568,853,4715,1610,3663,3515,1968,1120,4090
2011,12,"535","535 - Toronto",95066,75116,8212,11738,75116,11454,8496,7353,56314,31399,49979,45087,27831,15514,51721
2011,12,"537","537 - Hamilton",19120,14574,1812,2734,14574,2540,2006,1504,12086,5530,10130,8990,4384,2616,12120
2011,12,"539","539 - St. Catharines--Niagara",12585,9589,1142,1854,9589,1863,1133,1152,7993,3440,6622,5963,3121,1888,7576
2011,12,"541","541 - Kitchener--Cambridge--Waterloo",9555,7494,800,1261,7494,1249,812,1052,5975,2528,4979,4576,2699,1502,5354
2011,12,"543","543 - Brantford",4664,3396,538,730,3396,764,504,414,3026,1224,2410,2254,1080,683,2901
2011,12,"550","550 - Guelph",2629,2090,235,304,2090,327,212,309,1668,652,1300,1329,689,407,1533
2011,12,"555","555 - London",12738,9910,1073,1755,9910,1754,1074,1151,8214,3373,6602,6136,3168,1830,7740
2011,12,"559","559 - Windsor",8898,6801,842,1255,6801,1221,876,769,5542,2587,4692,4206,2356,1352,5190
2011,12,"568","568 - Barrie",3665,2868,357,440,2868,505,292,406,2413,846,1893,1772,1057,573,2035
2011,12,"580","580 - Greater Sudbury",5563,4383,507,673,4383,768,412,482,3629,1452,2864,2699,1123,648,3792
2011,12,"595","595 - Thunder Bay",4826,3789,497,540,3789,628,409,376,3339,1111,2464,2362,1182,697,2947
2012,3,"505","505 - Ottawa--Gatineau",21097,16996,1881,2220,16996,2286,1815,1837,13209,6051,11181,9916,4928,2964,13205
2012,3,"521","521 - Kingston",5781,4443,557,781,4443,805,533,518,3866,1397,2975,2806,1345,850,3586
2012,3,"529","529 - Peterborough",3895,3028,306,561,3028,562,305,426,2473,996,2064,1831,962,595,2338
2012,3,"532","532 - Oshawa",7324,5833,698,793,5833,908,583,886,4808,1630,3737,3587,2025,1116,4183
2012,3,"535","535 - Toronto",96200,76021,8316,11863,76021,11527,8652,7466,56947,31787,50617,45583,27921,15811,52468
2012,3,"537","537 - Hamilton",19302,14684,1845,2773,14684,2586,2032,1510,12201,5591,10246,9056,4407,2652,12243
2012,3,"539","539 - St. Catharines--Niagara",12749,9722,1164,1863,9722,1901,1126,1187,8083,3479,6680,6069,3150,1953,7646
2012,3,"541","541 - Kitchener--Cambridge--Waterloo",9673,7563,831,1279,7563,1286,824,1067,6067,2539,5013,4660,2706,1536,5431
2012,3,"543","543 - Brantford",4702,3412,546,744,3412,775,515,426,3048,1228,2439,2263,1081,686,2935
2012,3,"550","550 - Guelph",2673,2113,241,319,2113,336,224,324,1700,649,1319,1354,711,418,1544
2012,3,"555","555 - London",12937,10051,1099,1787,10051,1792,1094,1166,8329,3442,6717,6220,3214,1855,7868
2012,3,"559","559 - Windsor",9000,6880,843,1277,6880,1229,891,793,5609,2598,4756,4244,2381,1394,5225
2012,3,"568","568 - Barrie",3710,2883,375,452,2883,503,324,421,2432,857,1923,1787,1081,567,2062
2012,3,"580","580 - Greater Sudbury",5559,4380,508,671,4380,767,412,473,3631,1455,2850,2709,1095,657,3807
2012,3,"595","595 - Thunder Bay",4858,3812,496,550,3812,645,401,386,3364,1108,2485,2373,1178,685,2995
2012,6,"505","505 - Ottawa--Gatineau",21305,17164,1918,2223,17164,2313,1828,1852,13310,6143,11260,10045,4922,2998,13385
2012,6,"521","521 - Kingston",5837,4513,556,768,4513,794,530,520,3887,1430,3025,2812,1310,884,3643
2012,6,"529","529 - Peterborough",3912,3060,303,549,3060,544,308,424,2479,1009,2083,1829,938,613,2361
2012,6,"532","532 - Oshawa",7427,5921,716,790,5921,918,588,884,4873,1670,3797,3630,2018,1101,4308
2012,6,"535","535 - Toronto",97256,76831,8480,11945,76831,11630,8795,7585,57508,32163,51284,45972,27782,16123,53351
2012,6,"537","537 - Hamilton",19523,14911,1840,2772,14911,2563,2049,1548,12291,5684,10380,9143,4420,2713,12390
2012,6,"539","539 - St. Catharines--Niagara",12913,9858,1186,1869,9858,1902,1153,1175,8227,3511,6754,6159,3104,2009,7800
2012,6,"541","541 - Kitchener--Cambridge--Waterloo",9733,7606,836,1291,7606,1293,834,1079,6092,2562,5046,4687,2652,1567,5514
2012,6,"543","543 - Brantford",4751,3458,553,740,3458,775,518,439,3069,1243,2469,2282,1086,689,2976
2012,6,"550","550 - Guelph",2719,2149,247,323,2149,342,228,334,1734,651,1353,1366,718,414,1587
2012,6,"555","555 - London",13059,10144,1106,1809,10144,1789,1126,1199,8373,3487,6775,6284,3196,1849,8014
2012,6,"559","559 - Windsor",9181,6994,874,1313,6994,1263,924,821,5711,2649,4853,4328,2461,1393,5327
2012,6,"568","568 - Barrie",3798,2967,378,453,2967,507,324,447,2483,868,1960,1838,1090,618,2090
2012,6,"580","580 - Greater Sudbury",5602,4416,504,682,4416,769,417,483,3648,1471,2866,2736,1096,669,3837
2012,6,"595","595 - Thunder Bay",4873,3823,494,556,3823,648,402,385,3364,1124,2485,2388,1164,686,3023
2012,9,"505","505 - Ottawa--Gatineau",21536,17367,1924,2245,17367,2329,1840,1894,13432,6210,11404,10132,4949,3058,13529
2012,9,"521","521 - Kingston",5887,4558,558,771,4558,788,541,527,3907,1453,3041,2846,1331,876,3680
2012,9,"529","529 - Peterborough",3957,3097,312,548,3097,550,310,428,2494,1035,2104,1853,950,618,2389
2012,9,"532","532 - Oshawa",7580,6052,731,797,6052,946,582,917,4960,1703,3886,3694,2051,1168,4361
2012,9,"535","535 - Toronto",98704,78012,8617,12075,78012,11834,8858,7665,58255,32784,52062,46642,28366,16234,54104
2012,9,"537","537 - Hamilton",19792,15129,1849,2814,15129,2597,2066,1613,12407,5772,10540,9252,4500,2769,12523
2012,9,"539","539 - St. Catharines--Niagara",13032,9969,1196,1867,9969,1900,1163,1171,8317,3544,6809,6223,3102,2051,7879
2012,9,"541","541 - Kitchener--Cambridge--Waterloo",9813,7686,846,1281,7686,1273,854,1065,6187,2561,5099,4714,2608,1634,5571
2012,9,"543","543 - Brantford",4779,3487,550,742,3487,768,524,440,3084,1255,2459,2320,1074,706,2999
2012,9,"550","550 - Guelph",2769,2186,249,334,2186,359,224,355,1740,674,1383,1386,735,417,1617
2012,9,"555","555 - London",13220,10269,1110,1841,10269,1808,1143,1236,8426,3558,6853,6367,3237,1892,8091
2012,9,"559","559 - Windsor",9336,7103,902,1331,7103,1289,944,827,5802,2707,4945,4391,2529,1407,5400
2012,9,"568","568 - Barrie",3904,3043,391,470,3043,536,325,472,2543,889,2020,1884,1114,646,2144
2012,9,"580","580 - Greater Sudbury",5619,4449,494,676,4449,761,409,493,3643,1483,2891,2728,1091,684,3844
2012,9,"595","595 - Thunder Bay",4898,3822,510,566,3822,667,409,384,3374,1140,2495,2403,1138,700,3060
2012,12,"505","505 - Ottawa--Gatineau",21664,17451,1942,2271,17451,2369,1844,1905,13461,6298,11493,10171,4886,3108,13670
2012,12,"521","521 - Kingston",5953,4612,562,779,4612,790,551,538,3946,1469,3077,2876,1326,908,3719
2012,12,"529","529 - Peterborough",3977,3101,319,557,3101,559,317,427,2507,1043,2126,1851,943,624,2410
2012,12,"532","532 - Oshawa",7706,6161,737,808,6161,949,596,941,5023,1742,3959,3747,2068,1178,4460
2012,12,"535","535 - Toronto",99532,78765,8686,12081,78765,11877,8890,7835,58550,33147,52558,46974,28049,16640,54843
2012,12,"537","537 - Hamilton",19983,15279,1887,2817,15279,2606,2098,1642,12501,5840,10623,9360,4511,2828,12644
2012,12,"539","539 - St. Catharines--Niagara",13199,10083,1218,1898,10083,1944,1172,1190,8396,3613,6891,6308,3153,2046,8000
2012,12,"541","541 - Kitchener--Cambridge--Waterloo",9855,7709,864,1282,7709,1298,848,1060,6214,2581,5120,4735,2501,1706,5648
2012,12,"543","543 - Brantford",4817,3524,548,745,3524,772,521,452,3116,1249,2481,2336,1058,743,3016
2012,12,"550","550 - Guelph",2761,2192,247,322,2192,346,223,358,1735,668,1389,1372,705,430,1626
2012,12,"555","555 - London",13285,10329,1102,1854,10329,1809,1147,1220,8492,3573,6896,6389,3152,1962,8171
2012,12,"559","559 - Windsor",9466,7185,912,1369,7185,1310,971,839,5890,2737,5035,4431,2527,1466,5473
2012,12,"568","568 - Barrie",3941,3093,386,462,3093,523,325,476,2556,909,2040,1901,1120,670,2151
2012,12,"580","580 - Greater Sudbury",5632,4462,502,668,4462,763,407,493,3635,1504,2902,2730,1066,680,3886
2012,12,"595","595 - Thunder Bay",4913,3850,504,559,3850,659,404,387,3380,1146,2515,2398,1132,687,3094
2013,3,"505","505 - Ottawa--Gatineau",21870,17617,1963,2290,17617,2381,1872,1958,13535,6377,11600,10270,4911,3189,13770
2013,3,"521","521 - Kingston",6001,4636,575,790,4636,802,563,544,3973,1484,3112,2889,1306,926,3769
2013,3,"529","529 - Peterborough",4029,3149,321,559,3149,551,329,438,2541,1050,2160,1869,926,649,2454
2013,3,"532","532 - Oshawa",7810,6222,750,838,6222,976,612,964,5063,1783,4015,3795,2059,1239,4512
2013,3,"535","535 - Toronto",100651,79651,8795,12205,79651,11969,9031,8000,59151,33500,53213,47438,28000,16974,55677
2013,3,"537","537 - Hamilton",20135,15384,1908,2843,15384,2631,2120,1648,12570,5917,10696,9439,4480,2889,12766
2013,3,"539","539 - St. Catharines--Niagara",13314,10177,1225,1912,10177,1946,1191,1205,8452,3657,6951,6363,3086,2070,8158
2013,3,"541","541 - Kitchener--Cambridge--Waterloo",9932,7762,865,1305,7762,1316,854,1076,6266,2590,5174,4758,2461,1751,5720
2013,3,"543","543 - Brantford",4867,3560,558,749,3560,784,523,457,3161,1249,2514,2353,1061,762,3044
2013,3,"550","550 - Guelph",2784,2211,245,328,2211,356,217,359,1755,670,1407,1377,697,436,1651
2013,3,"555","555 - London",13427,10456,1098,1873,10456,1819,1152,1236,8544,3647,6986,6441,3120,2002,8305
2013,3,"559","559 - Windsor",9578,7256,912,1410,7256,1326,996,840,5958,2780,5088,4490,2512,1532,5534
2013,3,"568","568 - Barrie",3991,3134,396,461,3134,517,340,499,2577,915,2072,1919,1107,700,2184
2013,3,"580","580 - Greater Sudbury",5675,4505,488,682,4505,752,418,510,3659,1506,2924,2751,1073,699,3903
2013,3,"595","595 - Thunder Bay",4961,3895,498,568,3895,655,411,387,3410,1164,2556,2405,1128,706,3127
2013,6,"505","505 - Ottawa--Gatineau",22059,17820,1950,2289,17820,2328,1911,1981,13620,6458,11740,10319,4872,3280,13907
2013,6,"521","521 - Kingston",6065,4697,584,784,4697,809,559,548,4010,1507,3134,2931,1258,942,3865
2013,6,"529","529 - Peterborough",4047,3157,323,567,3157,558,332,438,2555,1054,2171,1876,919,634,2494
2013,6,"532","532 - Oshawa",7917,6311,763,843,6311,971,635,962,5141,1814,4074,3843,2036,1276,4605
2013,6,"535","535 - Toronto",101783,80534,8941,12308,80534,12081,9168,8225,59653,33905,53898,47885,27888,17420,56475
2013,6,"537","537 - Hamilton",20333,15579,1901,2853,15579,2642,2112,1685,12639,6009,10808,9525,4492,2906,12935
2013,6,"539","539 - St. Catharines--Niagara",13461,10275,1257,1929,10275,1985,1201,1228,8512,3721,7022,6439,3061,2120,8280
2013,6,"541","541 - Kitchener--Cambridge--Waterloo",9970,7788,870,1312,7788,1321,861,1094,6245,2631,5210,4760,2364,1818,5788
2013,6,"543","543 - Brantford",4934,3587,590,757,3587,810,537,453,3210,1271,2541,2393,1094,756,3084
2013,6,"550","550 - Guelph",2798,2224,250,324,2224,353,221,368,1756,674,1415,1383,699,424,1675
2013,6,"555","555 - London",13510,10511,1100,1899,10511,1834,1165,1264,8596,3650,7020,6490,3133,2004,8373
2013,6,"559","559 - Windsor",9650,7282,927,1441,7282,1342,1026,857,5988,2805,5117,4533,2437,1608,5605
2013,6,"568","568 - Barrie",4092,3209,409,474,3209,529,354,513,2619,960,2131,1961,1166,695,2231
2013,6,"580","580 - Greater Sudbury",5658,4490,502,666,4490,752,416,509,3644,1505,2925,2733,1070,722,3866
2013,6,"595","595 - Thunder Bay",4972,3908,487,577,3908,672,392,388,3388,1196,2552,2420,1076,749,3147
2013,9,"505","505 - Ottawa--Gatineau",22292,18027,1949,2316,18027,2316,1949,2024,13708,6560,11877,10415,4953,3308,14031
2013,9,"521","521 - Kingston",6108,4726,584,798,4726,819,563,540,4020,1548,3143,2965,1224,967,3917
2013,9,"529","529 - Peterborough",4130,3220,327,583,3220,556,354,459,2598,1073,2213,1917,953,653,2524
2013,9,"532","532 - Oshawa",8079,6434,778,867,6434,999,646,991,5229,1859,4175,3904,2075,1322,4682
2013,9,"535","535 - Toronto",102586,81223,8951,12412,81223,12190,9173,8335,59998,34253,54442,48144,27424,17861,57301
2013,9,"537","537 - Hamilton",20447,15695,1894,2858,15695,2651,2101,1692,12709,6046,10865,9582,4448,2965,13034
2013,9,"539","539 - St. Catharines--Niagara",13599,10385,1269,1945,10385,2017,1197,1229,8589,3781,7096,6503,3032,2151,8416
2013,9,"541","541 - Kitchener--Cambridge--Waterloo",10156,7953,868,1335,7953,1322,881,1131,6329,2696,5323,4833,2433,1806,5917
2013,9,"543","543 - Brantford",4960,3618,588,754,3618,811,531,469,3190,1301,2559,2401,1078,759,3123
2013,9,"550","550 - Guelph",2832,2271,249,312,2271,344,217,367,1783,682,1435,1397,696,435,1701
2013,9,"555","555 - London",13638,10649,1115,1874,10649,1816,1173,1264,8681,3693,7080,6558,3118,2023,8497
2013,9,"559","559 - Windsor",9760,7366,924,1470,7366,1363,1031,880,6043,2837,5202,4558,2441,1644,5675
2013,9,"568","568 - Barrie",4154,3238,422,494,3238,558,358,532,2640,982,2157,1997,1162,743,2249
2013,9,"580","580 - Greater Sudbury",5749,4560,513,676,4560,771,418,518,3658,1573,2977,2772,1078,750,3921
2013,9,"595","595 - Thunder Bay",5015,3938,494,583,3938,673,404,383,3397,1235,2573,2442,1044,778,3193
2013,12,"505","505 - Ottawa--Gatineau",22446,18171,1930,2345,18171,2338,1937,2044,13757,6645,11976,10470,4943,3314,14189
2013,12,"521","521 - Kingston",6116,4747,588,781,4747,819,550,543,4014,1559,3144,2972,1195,973,3948
2013,12,"529","529 - Peterborough",4170,3251,332,587,3251,564,355,465,2619,1086,2229,1941,956,649,2565
2013,12,"532","532 - Oshawa",8192,6529,775,888,6529,1014,649,995,5309,1888,4245,3947,2080,1354,4758
2013,12,"535","535 - Toronto",103438,81991,8983,12464,81991,12226,9221,8506,60283,34649,54978,48460,27272,18102,58064
2013,12,"537","537 - Hamilton",20588,15793,1935,2860,15793,2685,2110,1689,12746,6153,10938,9650,4392,3040,13156
2013,12,"539","539 - St. Catharines--Niagara",13834,10574,1269,1991,10574,2055,1205,1246,8735,3853,7214,6620,3066,2230,8538
2013,12,"541","541 - Kitchener--Cambridge--Waterloo",10275,8061,867,1347,8061,1329,885,1154,6366,2755,5381,4894,2486,1798,5991
2013,12,"543","543 - Brantford",5074,3730,578,766,3730,812,532,485,3239,1350,2635,2439,1107,778,3189
2013,12,"550","550 - Guelph",2863,2302,243,318,2302,349,212,373,1798,692,1443,1420,673,468,1722
2013,12,"555","555 - London",13766,10739,1122,1905,10739,1865,1162,1271,8746,3749,7147,6619,3105,2059,8602
2013,12,"559","559 - Windsor",9870,7474,923,1473,7474,1371,1025,896,6104,2870,5282,4588,2447,1635,5788
2013,12,"568","568 - Barrie",4208,3295,425,488,3295,551,362,546,2657,1005,2192,2016,1149,763,2296
2013,12,"580","580 - Greater Sudbury",5788,4608,508,672,4608,772,408,520,3675,1593,3022,2766,1065,768,3955
2013,12,"595","595 - Thunder Bay",5047,3969,491,587,3969,664,414,387,3409,1251,2613,2434,1039,775,3233
2014,3,"505","505 - Ottawa--Gatineau",22641,18371,1940,2330,18371,2327,1943,2044,13856,6741,12072,10569,4940,3330,14371
2014,3,"521","521 - Kingston",6160,4789,603,768,4789,817,554,545,4058,1557,3165,2995,1189,959,4012
2014,3,"529","529 - Peterborough",4213,3275,333,605,3275,571,367,466,2644,1103,2251,1962,926,673,2614
2014,3,"532","532 - Oshawa",8315,6647,769,899,6647,1003,665,1024,5361,1930,4331,3984,2090,1378,4847
2014,3,"535","535 - Toronto",104259,82614,9068,12577,82614,12291,9354,8619,60637,35003,55477,48782,27054,18213,58992
2014,3,"537","537 - Hamilton",20781,15934,1957,2890,15934,2708,2139,1697,12806,6278,11054,9727,4422,3059,13300
2014,3,"539","539 - St. Catharines--Niagara",13887,10646,1271,1970,10646,2032,1209,1271,8765,3851,7237,6650,3009,2245,8633
2014,3,"541","541 - Kitchener--Cambridge--Waterloo",10381,8151,882,1348,8151,1332,898,1168,6423,2790,5431,4950,2477,1786,6118
2014,3,"543","543 - Brantford",5094,3751,574,769,3751,811,532,477,3258,1359,2653,2441,1084,783,3227
2014,3,"550","550 - Guelph",2859,2303,244,312,2303,348,208,359,1803,697,1449,1410,653,470,1736
2014,3,"555","555 - London",13887,10848,1112,1927,10848,1877,1162,1291,8792,3804,7222,6665,3102,2053,8732
2014,3,"559","559 - Windsor",9947,7521,933,1493,7521,1391,1035,913,6136,2898,5328,4619,2387,1684,5876
2014,3,"568","568 - Barrie",4253,3352,415,486,3352,542,359,550,2670,1033,2211,2042,1159,753,2341
2014,3,"580","580 - Greater Sudbury",5805,4616,510,679,4616,787,402,532,3659,1614,3041,2764,1053,769,3983
2014,3,"595","595 - Thunder Bay",5040,3973,491,576,3973,654,413,395,3381,1264,2615,2425,1002,790,3248
2014,6,"505","505 - Ottawa--Gatineau",22798,18505,1948,2345,18505,2338,1955,2056,13923,6819,12195,10603,4894,3323,14581
2014,6,"521","521 - Kingston",6232,4850,613,769,4850,829,553,560,4087,1585,3205,3027,1205,947,4080
2014,6,"529","529 - Peterborough",4265,3325,335,605,3325,579,361,477,2672,1116,2274,1991,955,655,2655
2014,6,"532","532 - Oshawa",8424,6753,784,887,6753,1018,653,1041,5402,1981,4379,4045,2040,1430,4954
2014,6,"535","535 - Toronto",105280,83369,9207,12704,83369,12395,9516,8725,61132,35423,56077,49203,27038,18218,60024
2014,6,"537","537 - Hamilton",20844,16023,1968,2853,16023,2678,2143,1739,12770,6335,11117,9727,4353,3065,13426
2014,6,"539","539 - St. Catharines--Niagara",14016,10745,1295,1976,10745,2046,1225,1282,8797,3937,7283,6733,3019,2219,8778
2014,6,"541","541 - Kitchener--Cambridge--Waterloo",10465,8227,896,1342,8227,1323,915,1179,6481,2805,5459,5006,2489,1738,6238
2014,6,"543","543 - Brantford",5126,3769,579,778,3769,822,535,483,3275,1368,2679,2447,1055,792,3279
2014,6,"550","550 - Guelph",2898,2336,242,320,2336,350,212,361,1825,712,1487,1411,664,469,1765
2014,6,"555","555 - London",13988,10961,1108,1919,10961,1841,1186,1272,8859,3857,7275,6713,3046,2083,8859
2014,6,"559","559 - Windsor",10038,7576,933,1529,7576,1435,1027,929,6179,2930,5389,4649,2353,1716,5969
2014,6,"568","568 - Barrie",4287,3386,416,485,3386,529,372,542,2692,1053,2239,2048,1172,714,2401
2014,6,"580","580 - Greater Sudbury",5842,4639,502,701,4639,802,401,540,3664,1638,3062,2780,1058,769,4015
2014,6,"595","595 - Thunder Bay",5045,3996,479,570,3996,645,404,404,3353,1288,2628,2417,979,808,3258
2014,9,"505","505 - Ottawa--Gatineau",23017,18719,1960,2338,18719,2346,1952,2096,14000,6921,12354,10663,4884,3353,14780
2014,9,"521","521 - Kingston",6272,4884,610,778,4884,840,548,566,4098,1608,3245,3027,1227,940,4105
2014,9,"529","529 - Peterborough",4312,3370,338,604,3370,582,360,490,2686,1136,2294,2018,932,687,2693
2014,9,"532","532 - Oshawa",8516,6806,789,921,6806,1051,659,1055,5450,2011,4423,4093,2038,1435,5043
2014,9,"535","535 - Toronto",106408,84372,9228,12808,84372,12433,9603,8813,61630,35965,56729,49679,27049,18565,60794
2014,9,"537","537 - Hamilton",21060,16180,1983,2897,16180,2716,2164,1774,12858,6428,11242,9818,4363,3113,13584
2014,9,"539","539 - St. Catharines--Niagara",14168,10855,1287,2026,10855,2075,1238,1299,8859,4010,7391,6777,2996,2211,8961
2014,9,"541","541 - Kitchener--Cambridge--Waterloo",10589,8357,880,1352,8357,1312,920,1197,6535,2857,5522,5067,2486,1710,6393
2014,9,"543","543 - Brantford",5179,3819,573,787,3819,814,546,489,3298,1392,2707,2472,1057,800,3322
2014,9,"550","550 - Guelph",2905,2341,249,315,2341,353,211,361,1830,714,1491,1414,642,461,1802
2014,9,"555","555 - London",14170,11101,1127,1942,11101,1881,1188,1296,8925,3949,7361,6809,3041,2127,9002
2014,9,"559","559 - Windsor",10181,7710,934,1537,7710,1432,1039,933,6243,3005,5458,4723,2393,1747,6041
2014,9,"568","568 - Barrie",4368,3467,423,478,3467,537,364,559,2739,1070,2278,2090,1189,723,2456
2014,9,"580","580 - Greater Sudbury",5907,4702,512,693,4702,791,414,542,3704,1661,3089,2818,1066,769,4072
2014,9,"595","595 - Thunder Bay",5094,4053,468,573,4053,633,408,417,3376,1301,2678,2416,982,795,3317
2014,12,"505","505 - Ottawa--Gatineau",23183,18792,2029,2362,18792,2360,2031,2137,14155,6891,12381,10802,4924,3178,15081
2014,12,"521","521 - Kingston",6386,4975,625,786,4975,838,573,571,4176,1639,3303,3083,1249,887,4250
