"year","month","cma_code","cma","cases","fts","ftsp","ftc","fs1","fs2","fs3","age24","age2554","age55","male","female","moa04","moa512","moa1318","moa19"
2018,3,"543","543 - Brantford",2001,1184,707,110,1184,362,455,485,1367,149,840,1161,349,526,271,855
2018,3,"550","550 - Guelph",1715,1081,505,129,1081,288,346,311,1230,174,835,880,315,411,210,779
2018,3,"555","555 - London",13103,8076,3476,1551,8076,1913,3114,2293,9284,1526,6459,6644,1950,2837,1551,6765
2018,3,"559","559 - Windsor",7329,4103,2241,985,4103,1207,2019,1080,5320,929,3274,4055,1063,1617,872,3777
2018,3,"568","568 - Barrie",2493,1620,728,145,1620,434,439,475,1752,266,1163,1330,603,629,266,995
2018,3,"580","580 - Greater Sudbury",3357,2215,947,195,2215,507,635,704,2364,289,1615,1742,690,735,381,1551
2018,3,"595","595 - Thunder Bay",2442,1537,713,192,1537,380,525,534,1774,134,1098,1344,396,534,312,1200
2018,6,"505","505 - Ottawa--Gatineau",19632,12282,5256,2094,12282,2617,4733,3344,13852,2436,9483,10149,3052,3978,2409,10193
2018,6,"521","521 - Kingston",2666,1747,741,178,1747,437,482,533,1901,232,1206,1460,407,550,360,1349
2018,6,"529","529 - Peterborough",3184,2036,868,280,2036,525,623,716,2179,289,1551,1633,425,596,383,1780
2018,6,"532","532 - Oshawa",6463,3981,2119,363,3981,1119,1363,1186,4612,665,2809,3654,922,1355,751,3435
2018,6,"535","535 - Toronto",102710,62335,29579,10796,62335,16105,24270,12162,75963,14585,47387,55323,14927,20069,11727,55987
2018,6,"537","537 - Hamilton",12341,7211,3798,1332,7211,2020,3110,1919,9075,1347,5802,6539,1625,2296,1705,6715
2018,6,"539","539 - St. Catharines--Niagara",9304,6006,2636,662,6006,1456,1842,1747,6632,925,4242,5062,1419,1927,1113,4845
2018,6,"541","541 - Kitchener--Cambridge--Waterloo",9132,5407,2789,936,5407,1465,2260,1522,6622,988,4251,4881,1462,2142,1102,4426
2018,6,"543","543 - Brantford",2079,1230,741,108,1230,389,460,513,1407,159,859,1220,383,510,304,882
2018,6,"550","550 - Guelph",1730,1060,534,136,1060,302,368,329,1237,164,816,914,313,367,248,802
2018,6,"555","555 - London",12968,7906,3518,1544,7906,1897,3165,2304,9183,1481,6292,6676,1905,2770,1489,6804
2018,6,"559","559 - Windsor",7337,4104,2268,965,4104,1194,2039,1101,5300,936,3209,4128,1138,1546,936,3717
2018,6,"568","568 - Barrie",2460,1566,744,150,1566,437,457,460,1740,260,1105,1355,499,698,266,997
2018,6,"580","580 - Greater Sudbury",3484,2273,993,218,2273,555,656,777,2416,291,1651,1833,737,812,348,1587
2018,6,"595","595 - Thunder Bay",2523,1605,744,174,1605,384,534,563,1822,138,1139,1384,450,500,328,1245
2018,9,"505","505 - Ottawa--Gatineau",19077,11728,5270,2079,11728,2549,4800,3066,13620,2391,9078,9999,2788,3763,2261,10265
2018,9,"521","521 - Kingston",2590,1679,730,181,1679,419,492,492,1877,221,1156,1434,403,498,304,1385
2018,9,"529","529 - Peterborough",3129,2006,858,265,2006,498,625,689,2154,286,1501,1628,374,598,359,1798
2018,9,"532","532 - Oshawa",6195,3798,2046,351,3798,1053,1344,1099,4464,632,2671,3524,749,1297,665,3484
2018,9,"535","535 - Toronto",102032,61782,29497,10753,61782,15956,24294,11837,75705,14490,46846,55186,13934,20361,11026,56711
2018,9,"537","537 - Hamilton",12130,7026,3814,1290,7026,1948,3156,1840,8927,1363,5588,6542,1552,2269,1355,6954
2018,9,"539","539 - St. Catharines--Niagara",8995,5726,2634,635,5726,1434,1835,1677,6437,881,4051,4944,1326,1863,1018,4788
2018,9,"541","541 - Kitchener--Cambridge--Waterloo",9030,5323,2763,944,5323,1453,2254,1423,6608,999,4194,4836,1280,2131,1031,4588
2018,9,"543","543 - Brantford",2042,1183,748,111,1183,397,462,490,1403,149,822,1220,345,494,288,915
2018,9,"550","550 - Guelph",1681,1031,513,137,1031,286,364,310,1198,173,792,889,289,366,233,793
2018,9,"555","555 - London",12716,7725,3465,1526,7725,1835,3156,2194,9053,1469,6137,6579,1781,2623,1373,6939
2018,9,"559","559 - Windsor",7164,3956,2256,952,3956,1174,2034,1054,5172,938,3136,4028,1056,1501,844,3763
2018,9,"568","568 - Barrie",2361,1513,729,119,1513,402,446,424,1687,250,1029,1332,414,659,289,999
2018,9,"580","580 - Greater Sudbury",3403,2178,1008,217,2178,553,672,732,2393,278,1579,1824,631,883,352,1537
2018,9,"595","595 - Thunder Bay",2410,1546,700,164,1546,351,513,520,1737,153,1092,1318,366,520,270,1254
2018,12,"505","505 - Ottawa--Gatineau",18510,11424,5078,2008,11424,2450,4636,2903,13210,2397,8890,9620,2637,3640,2065,10168
2018,12,"521","521 - Kingston",2536,1666,690,180,1666,379,491,454,1853,229,1135,1401,392,477,271,1396
2018,12,"529","529 - Peterborough",2968,1934,788,246,1934,466,568,640,2056,272,1440,1528,369,499,324,1776
2018,12,"532","532 - Oshawa",6095,3736,2009,350,3736,1028,1331,1047,4414,634,2614,3481,733,1159,703,3500
2018,12,"535","535 - Toronto",99607,60472,28476,10659,60472,15448,23687,11048,74209,14350,46029,53578,13739,19594,10358,55916
2018,12,"537","537 - Hamilton",11560,6711,3653,1196,6711,1866,2983,1677,8552,1331,5347,6213,1315,2156,1185,6904
2018,12,"539","539 - St. Catharines--Niagara",8969,5797,2552,620,5797,1394,1778,1635,6408,926,4142,4827,1380,1842,958,4789
2018,12,"541","541 - Kitchener--Cambridge--Waterloo",8865,5285,2701,879,5285,1402,2178,1378,6491,996,4144,4721,1148,1935,1107,4675
2018,12,"543","543 - Brantford",1986,1137,739,110,1137,388,461,458,1382,146,791,1195,313,462,258,953
2018,12,"550","550 - Guelph",1648,1028,492,128,1028,266,354,297,1179,172,778,870,285,347,187,829
2018,12,"555","555 - London",12296,7463,3383,1450,7463,1768,3065,2045,8798,1453,5978,6318,1791,2358,1375,6772
2018,12,"559","559 - Windsor",6946,3839,2186,921,3839,1124,1983,957,5050,939,3076,3870,1078,1364,799,3705
2018,12,"568","568 - Barrie",2377,1539,708,130,1539,408,430,436,1691,250,1067,1310,444,596,331,1006
2018,12,"580","580 - Greater Sudbury",3290,2140,955,195,2140,513,637,659,2363,268,1546,1744,598,798,384,1510
2018,12,"595","595 - Thunder Bay",2428,1577,706,145,1577,349,502,522,1749,157,1109,1319,358,518,253,1299
2019,3,"505","505 - Ottawa--Gatineau",18218,11303,4960,1955,11303,2405,4510,2873,12948,2397,8776,9442,2496,3671,1868,10183
2019,3,"521","521 - Kingston",2601,1739,689,173,1739,385,477,472,1890,239,1195,1406,421,499,274,1407
2019,3,"529","529 - Peterborough",3001,1951,791,259,1951,481,569,614,2109,278,1487,1514,350,517,300,1834
2019,3,"532","532 - Oshawa",6206,3894,1964,348,3894,986,1326,1071,4508,627,2778,3428,694,1141,761,3610
2019,3,"535","535 - Toronto",99660,61131,27927,10602,61131,15236,23293,10989,74190,14481,46537,53123,13886,20106,10126,55542
2019,3,"537","537 - Hamilton",11425,6697,3568,1160,6697,1788,2940,1619,8474,1332,5325,6100,1330,2047,1175,6873
2019,3,"539","539 - St. Catharines--Niagara",9199,6004,2571,624,6004,1414,1781,1679,6548,972,4314,4885,1449,1956,939,4855
2019,3,"541","541 - Kitchener--Cambridge--Waterloo",8838,5335,2641,862,5335,1373,2130,1330,6513,995,4142,4696,1124,1763,1171,4780
2019,3,"543","543 - Brantford",2026,1180,738,108,1180,396,450,456,1411,159,838,1188,314,448,258,1006
2019,3,"550","550 - Guelph",1685,1077,488,120,1077,254,354,286,1209,190,802,883,278,367,175,865
2019,3,"555","555 - London",12432,7648,3363,1421,7648,1747,3037,2066,8893,1473,6073,6359,1848,2490,1313,6781
2019,3,"559","559 - Windsor",7019,3938,2159,922,3938,1084,1997,966,5097,956,3158,3861,1104,1429,730,3756
2019,3,"568","568 - Barrie",2442,1587,713,142,1587,417,438,454,1737,251,1146,1296,493,567,359,1023
2019,3,"580","580 - Greater Sudbury",3361,2216,953,192,2216,506,639,690,2378,293,1584,1777,639,801,417,1504
2019,3,"595","595 - Thunder Bay",2513,1652,716,145,1652,362,499,516,1844,153,1185,1328,365,532,277,1339
2019,6,"505","505 - Ottawa--Gatineau",18574,11452,5099,2023,11452,2490,4632,2905,13252,2417,8815,9759,2820,3632,1863,10259
2019,6,"521","521 - Kingston",2623,1749,705,169,1749,388,486,487,1885,251,1189,1434,429,507,272,1415
2019,6,"529","529 - Peterborough",3075,1992,811,272,1992,506,577,635,2148,292,1498,1577,397,493,296,1889
2019,6,"532","532 - Oshawa",6343,3900,2093,350,3900,1054,1389,1119,4581,643,2748,3595,692,1072,739,3840
2019,6,"535","535 - Toronto",99791,61133,28140,10518,61133,15321,23337,10966,74303,14522,46042,53749,14015,19950,10257,55569
2019,6,"537","537 - Hamilton",11603,6715,3714,1174,6715,1856,3032,1630,8616,1357,5264,6339,1458,1984,1171,6990
2019,6,"539","539 - St. Catharines--Niagara",9214,5965,2642,607,5965,1429,1820,1687,6549,978,4220,4994,1354,2002,927,4931
2019,6,"541","541 - Kitchener--Cambridge--Waterloo",9013,5405,2731,877,5405,1409,2199,1367,6629,1017,4128,4885,1176,1639,1168,5030
2019,6,"543","543 - Brantford",2047,1180,759,108,1180,395,472,451,1434,162,822,1225,334,424,255,1034
2019,6,"550","550 - Guelph",1732,1103,511,118,1103,276,353,310,1228,194,823,909,323,348,192,869
2019,6,"555","555 - London",12467,7593,3457,1417,7593,1784,3090,2076,8915,1476,5968,6499,1783,2546,1274,6864
2019,6,"559","559 - Windsor",7150,3979,2213,958,3979,1119,2052,1010,5169,971,3175,3975,1102,1548,681,3819
2019,6,"568","568 - Barrie",2445,1572,737,136,1572,395,478,440,1744,261,1120,1325,466,578,307,1094
2019,6,"580","580 - Greater Sudbury",3499,2274,1024,201,2274,527,698,684,2512,303,1629,1870,666,867,402,1564
2019,6,"595","595 - Thunder Bay",2686,1726,801,159,1726,405,555,510,2008,168,1247,1439,451,505,304,1426
2019,9,"505","505 - Ottawa--Gatineau",18104,11071,5067,1966,11071,2431,4602,2670,13027,2407,8482,9622,2639,3592,1839,10034
2019,9,"521","521 - Kingston",2557,1700,712,145,1700,388,469,448,1879,230,1181,1376,391,498,271,1397
2019,9,"529","529 - Peterborough",2978,1913,807,258,1913,502,563,607,2090,281,1434,1544,343,500,279,1856
2019,9,"532","532 - Oshawa",6237,3822,2058,357,3822,1017,1398,1066,4512,659,2675,3562,677,1011,674,3875
2019,9,"535","535 - Toronto",98730,60454,27875,10401,60454,15145,23131,10583,73584,14563,45353,53377,13339,20207,10060,55124
2019,9,"537","537 - Hamilton",11563,6645,3725,1193,6645,1846,3072,1583,8643,1337,5259,6304,1520,1977,1156,6910
2019,9,"539","539 - St. Catharines--Niagara",8932,5739,2605,588,5739,1377,1816,1529,6418,985,4048,4884,1275,1928,948,4781
2019,9,"541","541 - Kitchener--Cambridge--Waterloo",8841,5239,2713,889,5239,1378,2224,1269,6544,1028,4084,4757,1140,1562,1000,5139
2019,9,"543","543 - Brantford",2046,1175,772,99,1175,398,473,424,1458,164,823,1223,321,410,252,1063
2019,9,"550","550 - Guelph",1729,1128,492,109,1128,258,343,292,1234,203,836,893,318,355,201,855
2019,9,"555","555 - London",12153,7332,3445,1376,7332,1748,3073,1941,8778,1434,5766,6387,1845,2434,1197,6677
2019,9,"559","559 - Windsor",6999,3864,2192,943,3864,1111,2024,964,5073,962,3105,3894,1077,1494,723,3705
2019,9,"568","568 - Barrie",2409,1536,740,133,1536,393,480,422,1732,255,1079,1330,433,577,267,1132
2019,9,"580","580 - Greater Sudbury",3471,2206,1044,221,2206,497,768,628,2548,295,1586,1885,580,872,417,1602
2019,9,"595","595 - Thunder Bay",2586,1682,767,137,1682,384,520,495,1922,169,1201,1385,385,556,266,1379
2019,12,"505","505 - Ottawa--Gatineau",17412,10743,4843,1826,10743,2287,4382,2540,12486,2386,8217,9195,2647,3217,1831,9717
2019,12,"521","521 - Kingston",2494,1657,683,154,1657,366,471,444,1818,232,1162,1332,400,470,257,1367
2019,12,"529","529 - Peterborough",2911,1903,765,243,1903,458,550,573,2050,288,1438,1473,373,457,257,1824
2019,12,"532","532 - Oshawa",6258,3848,2055,355,3848,1003,1407,1014,4567,677,2732,3526,718,977,636,3927
2019,12,"535","535 - Toronto",96449,59542,26936,9971,59542,14733,22174,10189,71820,14440,44664,51785,13822,18672,9858,54097
2019,12,"537","537 - Hamilton",11383,6614,3623,1146,6614,1792,2977,1510,8534,1339,5246,6137,1540,2009,1034,6800
2019,12,"539","539 - St. Catharines--Niagara",9034,5902,2559,573,5902,1339,1793,1542,6510,982,4142,4892,1481,1875,941,4737
2019,12,"541","541 - Kitchener--Cambridge--Waterloo",8827,5285,2712,830,5285,1368,2174,1254,6563,1010,4076,4751,1159,1526,868,5274
2019,12,"543","543 - Brantford",2047,1207,745,95,1207,375,465,408,1455,184,838,1209,326,413,239,1069
2019,12,"550","550 - Guelph",1694,1088,488,118,1088,250,356,261,1215,218,795,899,281,373,167,873
2019,12,"555","555 - London",11704,7038,3307,1359,7038,1689,2977,1787,8497,1420,5580,6124,1782,2290,1124,6508
2019,12,"559","559 - Windsor",6953,3931,2112,910,3931,1052,1970,908,5089,956,3172,3781,1151,1451,754,3597
2019,12,"568","568 - Barrie",2470,1617,703,150,1617,385,468,430,1751,289,1170,1300,491,559,270,1150
2019,12,"580","580 - Greater Sudbury",3365,2132,1036,197,2132,474,759,544,2506,315,1545,1820,539,820,428,1578
2019,12,"595","595 - Thunder Bay",2586,1697,751,138,1697,369,520,475,1934,177,1217,1369,387,545,258,1396
2020,3,"505","505 - Ottawa--Gatineau",17698,10998,4841,1859,10998,2265,4435,2587,12673,2438,8418,9280,2663,3514,1766,9755
2020,3,"521","521 - Kingston",2634,1764,690,180,1764,371,499,452,1923,259,1256,1378,418,515,260,1441
2020,3,"529","529 - Peterborough",3092,2067,768,257,2067,466,559,641,2162,289,1543,1549,472,494,256,1870
2020,3,"532","532 - Oshawa",6349,3926,2062,361,3926,1018,1405,1006,4648,695,2812,3537,742,1035,609,3963
2020,3,"535","535 - Toronto",99711,62181,27131,10399,62181,15009,22521,10540,74195,14976,46891,52820,15679,19356,10225,54451
2020,3,"537","537 - Hamilton",11991,7104,3715,1172,7104,1877,3010,1588,8928,1475,5621,6370,1901,2209,1042,6839
2020,3,"539","539 - St. Catharines--Niagara",9518,6323,2617,578,6323,1385,1810,1590,6865,1063,4448,5070,1650,1994,983,4891
2020,3,"541","541 - Kitchener--Cambridge--Waterloo",9150,5579,2693,878,5579,1377,2194,1319,6784,1047,4289,4861,1286,1617,865,5382
2020,3,"543","543 - Brantford",2135,1292,745,98,1292,365,478,429,1521,185,904,1231,376,414,238,1107
2020,3,"550","550 - Guelph",1756,1145,506,105,1145,264,347,279,1251,226,855,901,311,379,168,898
2020,3,"555","555 - London",11895,7236,3294,1365,7236,1693,2966,1788,8678,1429,5717,6178,1876,2395,1181,6443
2020,3,"559","559 - Windsor",7127,4093,2090,944,4093,1055,1979,939,5202,986,3315,3812,1146,1589,770,3622
2020,3,"568","568 - Barrie",2708,1817,732,159,1817,398,493,471,1923,314,1301,1407,635,610,302,1161
2020,3,"580","580 - Greater Sudbury",3645,2374,1066,205,2374,503,768,609,2699,337,1737,1908,711,822,442,1670
2020,3,"595","595 - Thunder Bay",2648,1741,764,143,1741,375,532,446,2013,189,1241,1407,400,569,268,1411
2020,6,"505","505 - Ottawa--Gatineau",16778,10257,4743,1778,10257,2188,4333,2405,12036,2337,7901,8877,1392,3623,1731,10032
2020,6,"521","521 - Kingston",2471,1640,674,157,1640,355,476,401,1827,243,1166,1305,200,554,258,1459
2020,6,"529","529 - Peterborough",2902,1924,746,232,1924,444,534,581,2032,289,1442,1460,224,520,272,1886
2020,6,"532","532 - Oshawa",5903,3613,1976,314,3613,960,1330,914,4352,637,2544,3359,315,1019,560,4009
2020,6,"535","535 - Toronto",96786,60301,26530,9955,60301,14559,21926,10140,71914,14732,45560,51226,9086,20686,10739,56275
2020,6,"537","537 - Hamilton",11546,6795,3614,1137,6795,1788,2963,1519,8591,1436,5393,6153,997,2455,1154,6940
2020,6,"539","539 - St. Catharines--Niagara",8989,5914,2529,546,5914,1332,1743,1432,6559,998,4187,4802,757,2141,1062,5029
2020,6,"541","541 - Kitchener--Cambridge--Waterloo",8650,5197,2618,835,5197,1312,2141,1198,6439,1013,4033,4617,662,1636,888,5464
2020,6,"543","543 - Brantford",2001,1205,707,89,1205,345,451,398,1433,170,836,1165,160,477,238,1126
2020,6,"550","550 - Guelph",1635,1066,469,100,1066,237,332,256,1155,224,781,854,150,377,214,894
2020,6,"555","555 - London",11469,6951,3207,1311,6951,1636,2882,1670,8436,1363,5522,5947,896,2718,1225,6630
2020,6,"559","559 - Windsor",6843,3936,2012,895,3936,985,1922,872,5002,969,3200,3643,646,1656,827,3714
2020,6,"568","568 - Barrie",2577,1711,729,137,1711,380,486,430,1848,299,1220,1357,359,677,318,1223
2020,6,"580","580 - Greater Sudbury",3448,2234,1023,191,2234,477,737,559,2575,314,1650,1798,313,871,497,1767
2020,6,"595","595 - Thunder Bay",2561,1665,742,154,1665,362,534,430,1949,182,1197,1364,300,526,304,1431
2020,9,"505","505 - Ottawa--Gatineau",15463,9208,4582,1673,9208,2063,4192,2034,11165,2264,7148,8315,941,2872,1811,9839
2020,9,"521","521 - Kingston",2115,1354,624,137,1354,311,450,331,1547,237,951,1164,150,362,246,1357
2020,9,"529","529 - Peterborough",2666,1715,729,222,1715,435,516,529,1871,266,1290,1376,156,444,250,1816
2020,9,"532","532 - Oshawa",5167,3099,1802,266,3099,853,1215,780,3809,578,2136,3031,180,782,504,3701
2020,9,"535","535 - Toronto",87690,53640,25166,8884,53640,13562,20488,8645,65142,13903,40084,47606,4258,17964,10107,55361
2020,9,"537","537 - Hamilton",10461,6110,3357,994,6110,1620,2731,1338,7777,1346,4787,5674,485,2047,1236,6693
2020,9,"539","539 - St. Catharines--Niagara",7814,5032,2329,453,5032,1175,1607,1228,5652,934,3541,4273,437,1575,927,4875
2020,9,"541","541 - Kitchener--Cambridge--Waterloo",7968,4691,2504,773,4691,1237,2040,1049,5929,990,3647,4321,430,1382,840,5316
2020,9,"543","543 - Brantford",1657,955,620,82,955,300,402,335,1166,156,658,999,86,344,183,1044
2020,9,"550","550 - Guelph",1446,929,433,84,929,216,301,209,1037,200,676,770,92,298,187,869
2020,9,"555","555 - London",10337,6146,3002,1189,6146,1492,2699,1425,7594,1318,4894,5443,653,2014,1237,6433
2020,9,"559","559 - Windsor",6042,3372,1829,841,3372,890,1780,716,4420,906,2746,3296,361,1263,766,3652
2020,9,"568","568 - Barrie",2275,1463,697,115,1463,366,446,354,1647,274,1051,1224,158,596,314,1207
2020,9,"580","580 - Greater Sudbury",3055,1944,941,170,1944,426,685,442,2324,289,1418,1637,134,648,460,1813
2020,9,"595","595 - Thunder Bay",2324,1515,686,123,1515,321,488,398,1754,172,1064,1260,201,455,290,1378
2020,12,"505","505 - Ottawa--Gatineau",14457,8632,4316,1509,8632,1928,3897,1881,10395,2181,6626,7831,1220,1941,1769,9527
2020,12,"521","521 - Kingston",2027,1318,589,120,1318,290,419,319,1490,218,931,1096,203,271,237,1316
2020,12,"529","529 - Peterborough",2527,1644,690,193,1644,396,487,476,1797,254,1247,1280,195,304,240,1788
2020,12,"532","532 - Oshawa",4941,2948,1752,241,2948,810,1183,741,3624,576,2015,2926,318,472,504,3647
2020,12,"535","535 - Toronto",81698,49678,24088,7932,49678,12796,19224,7714,60466,13518,36817,44881,5383,11394,10230,54691
2020,12,"537","537 - Hamilton",9827,5699,3213,915,5699,1520,2608,1220,7321,1286,4446,5381,667,1384,1252,6524
2020,12,"539","539 - St. Catharines--Niagara",7526,4890,2227,409,4890,1114,1522,1217,5389,920,3406,4120,755,1038,951,4782
2020,12,"541","541 - Kitchener--Cambridge--Waterloo",7731,4540,2468,723,4540,1216,1975,976,5781,974,3523,4208,625,943,838,5325
2020,12,"543","543 - Brantford",1591,912,608,71,912,282,397,312,1127,152,626,965,147,220,191,1033
2020,12,"550","550 - Guelph",1348,869,408,71,869,190,289,189,970,189,634,714,137,208,161,842
2020,12,"555","555 - London",9659,5720,2823,1116,5720,1413,2526,1349,7036,1274,4522,5137,1053,1265,1147,6194
2020,12,"559","559 - Windsor",5653,3103,1747,803,3103,852,1698,672,4107,874,2520,3133,561,828,756,3508
2020,12,"568","568 - Barrie",2097,1350,643,104,1350,351,396,332,1512,253,965,1132,238,386,299,1174
2020,12,"580","580 - Greater Sudbury",2858,1826,894,138,1826,417,615,401,2185,272,1314,1544,228,394,394,1842
2020,12,"595","595 - Thunder Bay",2221,1444,670,107,1444,309,468,373,1675,173,1009,1212,236,334,266,1385
2021,3,"505","505 - Ottawa--Gatineau",13737,8195,4131,1411,8195,1844,3698,1758,9807,2172,6262,7475,1147,1493,1688,9409
2021,3,"521","521 - Kingston",1973,1298,571,104,1298,288,387,287,1468,218,906,1067,178,238,237,1320
2021,3,"529","529 - Peterborough",2487,1636,676,175,1636,381,470,442,1790,255,1230,1257,187,248,265,1787
2021,3,"532","532 - Oshawa",4816,2902,1693,221,2902,798,1116,707,3530,579,1977,2839,358,357,500,3601
2021,3,"535","535 - Toronto",79241,48578,23243,7420,48578,12357,18306,7479,58233,13529,35683,43558,5668,7793,10491,55289
2021,3,"537","537 - Hamilton",9636,5621,3142,873,5621,1499,2516,1192,7122,1322,4340,5296,844,885,1299,6608
2021,3,"539","539 - St. Catharines--Niagara",7482,4904,2168,410,4904,1075,1503,1224,5332,926,3388,4094,742,902,1000,4838
2021,3,"541","541 - Kitchener--Cambridge--Waterloo",7549,4449,2399,701,4449,1163,1937,923,5668,958,3398,4151,602,785,832,5330
2021,3,"543","543 - Brantford",1632,953,611,68,953,290,389,302,1168,162,639,993,185,169,226,1052
2021,3,"550","550 - Guelph",1285,829,395,61,829,184,272,175,928,182,590,695,130,151,166,838
2021,3,"555","555 - London",9516,5693,2741,1082,5693,1361,2462,1330,6904,1282,4461,5055,996,1166,1131,6223
2021,3,"559","559 - Windsor",5581,3095,1700,786,3095,831,1655,673,3999,909,2485,3096,593,703,745,3540
2021,3,"568","568 - Barrie",2010,1303,605,102,1303,334,373,317,1434,259,936,1074,231,263,316,1200
2021,3,"580","580 - Greater Sudbury",2720,1755,843,122,1755,402,563,385,2079,256,1252,1468,226,231,418,1845
2021,3,"595","595 - Thunder Bay",2221,1439,679,103,1439,310,472,369,1668,184,999,1222,239,288,271,1423
2021,6,"505","505 - Ottawa--Gatineau",13149,7898,4001,1250,7898,1769,3482,1704,9334,2111,5909,7240,1174,1574,1089,9312
2021,6,"521","521 - Kingston",1925,1254,565,106,1254,282,389,298,1411,216,873,1052,180,235,163,1347
2021,6,"529","529 - Peterborough",2353,1556,628,169,1556,338,459,415,1703,235,1144,1209,173,250,178,1752
2021,6,"532","532 - Oshawa",4517,2708,1600,209,2708,763,1046,677,3276,564,1838,2679,349,397,292,3479
2021,6,"535","535 - Toronto",75540,46373,22396,6771,46373,11825,17342,7185,55202,13153,33578,41962,5301,7151,7526,55562
2021,6,"537","537 - Hamilton",9040,5250,2998,792,5250,1416,2374,1120,6682,1238,4013,5027,761,906,893,6480
2021,6,"539","539 - St. Catharines--Niagara",7057,4602,2095,360,4602,1026,1429,1139,5037,881,3119,3938,621,979,648,4809
2021,6,"541","541 - Kitchener--Cambridge--Waterloo",7048,4187,2223,638,4187,1075,1786,852,5272,924,3163,3885,484,781,586,5197
2021,6,"543","543 - Brantford",1547,902,588,57,902,276,369,275,1113,159,586,961,163,207,148,1029
2021,6,"550","550 - Guelph",1239,786,397,56,786,186,267,170,899,170,548,691,153,151,118,817
2021,6,"555","555 - London",9036,5371,2659,1006,5371,1294,2371,1289,6544,1203,4179,4857,863,1362,727,6084
2021,6,"559","559 - Windsor",5328,2962,1653,713,2962,794,1572,641,3813,874,2333,2995,550,771,501,3506
2021,6,"568","568 - Barrie",1838,1200,556,82,1200,298,340,281,1321,236,862,976,198,263,212,1165
2021,6,"580","580 - Greater Sudbury",2565,1638,814,113,1638,386,541,359,1961,245,1151,1414,248,257,241,1819
2021,6,"595","595 - Thunder Bay",2121,1359,660,102,1359,310,452,355,1598,168,926,1195,225,311,190,1395
2021,9,"505","505 - Ottawa--Gatineau",12696,7566,3932,1198,7566,1727,3403,1595,9005,2096,5640,7056,1252,1602,761,9081
2021,9,"521","521 - Kingston",1877,1217,563,97,1217,280,380,280,1374,223,830,1047,201,249,125,1302
2021,9,"529","529 - Peterborough",2290,1491,642,157,1491,343,456,388,1659,243,1099,1191,207,236,133,1714
2021,9,"532","532 - Oshawa",4237,2557,1501,179,2557,708,972,610,3058,569,1719,2518,336,432,159,3310
2021,9,"535","535 - Toronto",72568,44423,21920,6225,44423,11390,16755,6698,52859,13011,31882,40686,5556,7470,4270,55272
2021,9,"537","537 - Hamilton",8556,4936,2901,719,4936,1329,2291,1047,6296,1213,3713,4843,807,992,461,6296
2021,9,"539","539 - St. Catharines--Niagara",6772,4386,2047,339,4386,984,1402,1038,4883,851,2961,3811,641,979,399,4753
2021,9,"541","541 - Kitchener--Cambridge--Waterloo",6810,4025,2185,600,4025,1055,1730,795,5101,914,3023,3787,606,740,372,5092
2021,9,"543","543 - Brantford",1465,857,553,55,857,254,354,234,1066,165,556,909,166,224,76,999
2021,9,"550","550 - Guelph",1158,740,364,54,740,162,256,142,845,171,524,634,151,179,65,763
2021,9,"555","555 - London",8678,5144,2573,961,5144,1256,2278,1164,6340,1174,3990,4688,938,1341,499,5900
2021,9,"559","559 - Windsor",5152,2860,1605,687,2860,763,1529,588,3701,863,2261,2891,567,814,330,3441
2021,9,"568","568 - Barrie",1750,1123,550,77,1123,294,333,234,1287,229,820,930,210,263,105,1172
2021,9,"580","580 - Greater Sudbury",2405,1551,766,88,1551,348,506,299,1856,250,1078,1327,247,271,95,1792
2021,9,"595","595 - Thunder Bay",1963,1255,615,93,1255,290,418,310,1496,157,840,1123,216,287,142,1318
2021,12,"505","505 - Ottawa--Gatineau",13565,8246,4108,1211,8246,1881,3438,1647,9690,2228,6126,7439,2709,1495,829,8532
2021,12,"521","521 - Kingston",2047,1371,580,96,1371,266,410,263,1531,253,961,1086,395,238,134,1280
2021,12,"529","529 - Peterborough",2427,1604,659,164,1604,341,482,374,1792,261,1170,1257,434,226,134,1633
2021,12,"532","532 - Oshawa",4557,2821,1534,202,2821,752,984,632,3283,642,1899,2658,812,437,198,3110
2021,12,"535","535 - Toronto",77978,48898,22583,6497,48898,12042,17038,7137,56630,14211,34942,43036,14059,7318,3728,52873
2021,12,"537","537 - Hamilton",9286,5550,2977,759,5550,1408,2328,1050,6892,1344,4147,5139,1916,989,431,5950
2021,12,"539","539 - St. Catharines--Niagara",7907,5226,2276,405,5226,1128,1553,1107,5761,1039,3596,4311,1856,908,522,4621
2021,12,"541","541 - Kitchener--Cambridge--Waterloo",7348,4453,2273,622,4453,1110,1785,834,5509,1005,3365,3983,1264,734,423,4927
2021,12,"543","543 - Brantford",1628,981,586,61,981,274,373,241,1197,190,641,987,350,217,103,958
2021,12,"550","550 - Guelph",1306,836,411,59,836,200,270,150,966,190,581,725,325,173,78,730
2021,12,"555","555 - London",9437,5767,2665,1005,5767,1335,2335,1222,6912,1303,4417,5020,1976,1251,664,5546
2021,12,"559","559 - Windsor",5519,3158,1668,693,3158,815,1546,613,3963,943,2473,3046,1127,772,404,3216
2021,12,"568","568 - Barrie",1915,1257,574,84,1257,301,357,234,1427,254,909,1006,468,255,117,1075
2021,12,"580","580 - Greater Sudbury",2738,1830,817,91,1830,400,508,340,2118,280,1269,1469,617,289,130,1702
